,ts,code,method,isPractical,majorForCourse,fstMajor,secMajor,status,gender,enterDate,m_suitable,m_comfort,m_feedback,m_boring,m_valuable,m_selfEval,m_satisfaction,m_helpful,m_timeManage,m_ta,m_share,m_discuss,m_activity,m_concentrate,m_sameMethod,emo_miss,emo_isolated,emo_anx,emo_worse,emo_meet,emo_relationship,emo_optim,cop_music,cop_walk,cop_media,cop_creative,cop_sports,cop_game,cop_sns,cop_talk,cop_sleep,cop_drink,cop_alcohol,cop_group,covidClassType,live_home,live_library,live_cafe,live_bus,rec_home,rec_library,rec_cafe,rec_bus,env_home,env_tool,env_platform,env_disturb,env_library,env_cafe,env_group,env_alone
258,2022-10-05 16:13:04.498,DSC3002,Prerecorded lectures,Yes,Data science/AI/CS/Computing-related,STEM,Business/economics related,Full time student in South Korea,Female,I started university BEFORE 2020.,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Not at all true,Very true,Not at all true,Very true,Not at all true,Very true,A little true,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly disagree,Neutral
259,2022-10-05 16:18:26.466,GSID017,Live Online,Yes,Data science/AI/CS/Computing-related,STEM,Business/economics related,Visiting student from abroad  semesters,Male,I started university in 2020 or later.,Strongly agree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Disagree,Disagree,Agree,"Live Online , Pre-recorded lectures , Offline",Very true,Mostly true,Sometimes true,Not at all true,Very true,Mostly true,Sometimes true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Disagree
260,2022-10-05 16:31:35.808,UNKNOWN,Live Online,Yes,Data science/AI/CS/Computing-related,HASS,Data science/AI/CS/Computing-related,Visiting student from abroad  semesters,Female,I started university BEFORE 2020.,Agree,Disagree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Strongly disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Neutral,Disagree,Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,"Live Online , Pre-recorded lectures , Offline",Very true,Not at all true,A little true,Sometimes true,Mostly true,A little true,Sometimes true,Sometimes true,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Disagree,Strongly disagree
261,2022-10-05 16:48:17.870,UNKNOWN,Offline,Yes,Data science/AI/CS/Computing-related,HASS,Mathematics/Statistics,Full time student in South Korea,Female,I started university BEFORE 2020.,Strongly agree,Strongly agree,Neutral,Strongly disagree,Strongly agree,Agree,Strongly agree,Agree,Agree,Neutral,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly disagree,Neutral,Strongly disagree,"Live Online , Pre-recorded lectures , Offline",Very true,Mostly true,Sometimes true,Not at all true,Very true,Mostly true,Sometimes true,Not at all true,Agree,Strongly Agree,Strongly Agree,Strongly disagree,Disagree,Agree,Agree,Strongly disagree
262,2022-10-07 15:10:45.021,GEDT014,Prerecorded lectures,Yes,Data science/AI/CS/Computing-related,Hybrid/Unclear,Business/economics related,Full time student in South Korea,Male,I started university in 2020 or later.,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Neutral,Strongly agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Disagree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,"Live Online , Pre-recorded lectures , Offline",Very true,Very true,Mostly true,A little true,Very true,Very true,Mostly true,A little true,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Disagree
263,2022-10-07 15:11:33.345,GEDT014,Prerecorded lectures,Yes,Data science/AI/CS/Computing-related,Hybrid/Unclear,None,Full time student in South Korea,Male,I started university in 2020 or later.,Agree,Strongly agree,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Disagree,Neutral,Agree,Disagree,Agree,Disagree,Neutral,Neutral,Strongly disagree,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly disagree,Strongly disagree,Agree,Strongly Agree,Neutral,Agree,Disagree,Disagree,Disagree,"Live Online , Pre-recorded lectures , Offline",Very true,A little true,Sometimes true,Not at all true,Mostly true,A little true,Sometimes true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Disagree,Disagree,Neutral
264,2022-10-12 13:09:54.143,GBA2006,Live Online,No,Business/economics related,Hybrid/Unclear,Data science/AI/CS/Computing-related,Full time student in South Korea,Female,I started university in 2020 or later.,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Neutral,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Very true,Very true,A little true,Very true,Very true,Very true,Not at all true,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Agree,Strongly disagree,Strongly Agree,Agree
265,2022-10-12 13:13:54.867,PAD2019,Live Online,No,Business/economics related,STEM,Data science/AI/CS/Computing-related,Visiting student from abroad  semesters,Male,I started university BEFORE 2020.,Strongly agree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Agree,Strongly agree,Agree,Agree,Neutral,Strongly agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly disagree,Neutral,"Live Online , Pre-recorded lectures , Offline",Very true,Mostly true,Not at all true,Not at all true,Very true,Mostly true,Sometimes true,Sometimes true,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree
266,2022-10-12 13:16:41.812,DSC2005,Offline,Yes,Data science/AI/CS/Computing-related,STEM,Data science/AI/CS/Computing-related,Full time student in South Korea,Female,I started university in 2020 or later.,Agree,Neutral,Strongly disagree,Disagree,Agree,Neutral,Disagree,Neutral,Disagree,Strongly agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Neutral,Neutral,Disagree,Disagree,Neutral,Agree,Disagree,Agree,Neutral,Agree,Agree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Mostly true,Not at all true,Not at all true,A little true,Very true,Very true,Very true,A little true,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Neutral,Strongly disagree,Strongly disagree
267,2022-10-12 13:33:30.077,SOC3035,Live Online,No,Social Science,HASS,Business/economics related,Full time student in South Korea,Female,I started university BEFORE 2020.,Neutral,Agree,Disagree,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,A little true,A little true,Not at all true,Very true,Mostly true,Mostly true,A little true,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly disagree,Strongly disagree
268,2022-10-12 16:40:55.000,DSC2008,Offline,Yes,Mathematics/Statistics,STEM,None,Full time student in South Korea,Male,I started university in 2020 or later.,Agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Neutral,Disagree,"Live Online , Pre-recorded lectures , Offline",Very true,Very true,Not at all true,Not at all true,Very true,Very true,Not at all true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Neutral,Strongly disagree,Strongly disagree
269,2022-10-13 02:01:57.081,DSC2005,Offline,Yes,Data science/AI/CS/Computing-related,HASS,Data science/AI/CS/Computing-related,Full time student in South Korea,Female,I started university in 2020 or later.,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,Strongly disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Very true,Very true,Not at all true,Very true,Very true,Very true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Agree,Strongly Agree,Disagree,Strongly disagree
270,2022-10-13 15:11:38.043,DSC2005,Offline,Yes,Data science/AI/CS/Computing-related,STEM,Data science/AI/CS/Computing-related,Visiting student from abroad  semesters,Male,I started university BEFORE 2020.,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly Agree,Strongly disagree,Disagree,Strongly disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Not at all true,Not at all true,Not at all true,Very true,Very true,Not at all true,Not at all true,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly disagree
271,2022-10-14 15:32:24.200,GEDT018,Offline,Yes,Data science/AI/CS/Computing-related,STEM,None,Full time student in South Korea,Female,I started university in 2020 or later.,Strongly agree,Strongly agree,Disagree,Disagree,Strongly agree,Neutral,Agree,Disagree,Neutral,Agree,Strongly disagree,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Disagree,Strongly disagree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Strongly disagree,Neutral,Agree,Neutral,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Disagree,"Live Online , Pre-recorded lectures , Offline",Sometimes true,Mostly true,Mostly true,Not at all true,Sometimes true,Mostly true,Mostly true,Not at all true,Neutral,Strongly Agree,Strongly Agree,Disagree,Agree,Neutral,Strongly Agree,Disagree
272,2022-10-14 15:34:06.491,GEDG002,Offline,Yes,General,STEM,None,Full time student in South Korea,Male,I started university in 2020 or later.,Strongly agree,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Disagree,Disagree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly disagree,Disagree,Disagree,"Live Online , Pre-recorded lectures",Very true,A little true,None,None,Very true,Very true,Not at all true,Not at all true,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree
273,2022-10-14 15:44:49.114,GEDB001,Prerecorded lectures,No,Mathematics/Statistics,STEM,None,Full time student in South Korea,Male,I started university in 2020 or later.,Agree,Strongly agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Disagree,Neutral,Strongly disagree,Neutral,Strongly Agree,Disagree,Disagree,Strongly disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Agree,Agree,Disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Mostly true,A little true,Not at all true,Very true,Mostly true,A little true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly disagree,Disagree,Disagree,Neutral
274,2022-10-17 13:29:42.271,GEDG002,Offline,Yes,Literature & Language,STEM,None,Visiting student from abroad  semesters,Female,I started university in 2020 or later.,Agree,Agree,Disagree,Strongly disagree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Disagree,Neutral,Disagree,Disagree,Agree,Neutral,Agree,Strongly disagree,Neutral,Offline,Mostly true,Mostly true,Very true,Sometimes true,Very true,None,Very true,Sometimes true,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree
275,2022-10-17 13:40:04.121,STA3034,Prerecorded lectures,Yes,Mathematics/Statistics,STEM,None,Full time student in South Korea,Female,I started university BEFORE 2020.,Neutral,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Neutral,Disagree,Pre-recorded lectures,None,None,None,None,Very true,Mostly true,Sometimes true,Not at all true,Agree,Agree,Agree,Strongly disagree,Neutral,Neutral,Agree,Agree
276,2022-10-26 16:27:50.532,DSC2004,Offline,Yes,Data science/AI/CS/Computing-related,STEM,Mathematics/Statistics,Full time student in South Korea,Female,I started university in 2020 or later.,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Strongly disagree,Strongly disagree,Agree,"Live Online , Pre-recorded lectures , Offline",Very true,Mostly true,Sometimes true,Not at all true,Very true,Very true,Sometimes true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Agree,Disagree,Disagree,Agree
277,2022-10-26 16:59:42.732,ECO2001,Prerecorded lectures,Yes,Literature & Language,HASS,Business/economics related,Full time student in South Korea,Female,I started university BEFORE 2020.,Agree,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Strongly Agree,Agree,Agree,Neutral,Strongly disagree,Strongly disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Very true,Mostly true,A little true,Not at all true,Very true,Mostly true,Mostly true,Sometimes true,Strongly Agree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree
278,2022-10-31 13:04:12.969,UNKNOWN,Live Online,No,Business/economics related,Hybrid/Unclear,None,Full time student in South Korea,Female,I started university in 2020 or later.,Agree,Strongly agree,Neutral,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly disagree,Disagree,Disagree,"Live Online , Pre-recorded lectures , Offline , Flipped course",Mostly true,Not at all true,Sometimes true,Not at all true,Very true,Mostly true,Sometimes true,A little true,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Neutral,Strongly disagree
279,2022-10-31 13:05:53.873,GEDT015,Prerecorded lectures,Yes,Data science/AI/CS/Computing-related,HASS,None,Full time student in South Korea,Female,I started university in 2020 or later.,Strongly agree,Neutral,Neutral,Agree,Neutral,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly disagree,Neutral,Agree,Agree,Agree,Agree,Disagree,Agree,"Live Online , Pre-recorded lectures , Offline",Mostly true,Mostly true,A little true,A little true,Mostly true,Mostly true,A little true,A little true,Agree,Strongly disagree,Disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Disagree
280,2022-10-31 13:06:11.995,BUS2003,Prerecorded lectures,Yes,Business/economics related,Hybrid/Unclear,Business/economics related,Full time student in South Korea,Male,I started university BEFORE 2020.,Agree,Strongly agree,Neutral,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Agree,Disagree,Strongly Agree,Disagree,Strongly disagree,Strongly Agree,Agree,Strongly disagree,Strongly Agree,Strongly disagree,Agree,Strongly disagree,"Live Online , Pre-recorded lectures , Offline",Very true,Not at all true,Not at all true,Not at all true,Very true,Not at all true,Not at all true,Not at all true,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Disagree
